Lionel Messi,FC Barcelona | Liga BBVA,RW,94
Bernd Gschweidl,SV Grödig | A. Bundesliga,ST,54
Viv Solomon-Otabor,Birmingham City | FL Championship,LM,54
Dennis Rosin,FC St. Pauli | 2. Bundesliga,RM,54
Fahad Al Suwailem,Al-Khaleej | ALJ League,ST,54
Daniel Armstrong,Hamilton | Scottish Prem,LW,54
George Maris,Barnsley | Football League,ST,54
Darren McKnight,Shrewsbury | Football League 2,CM,54
Mehmet Enes Sığırcı,Mersin | Süper Lig,LB,54
Rune Hastrup,Hobro IK | Superliga,RB,54
Enzo Trinidad,Banfield | Primera División,LW,54
Eissa Al Abbas,Al-Khaleej | ALJ League,RB,54
Laurence Maguire,Chesterfield | Football League,CB,54
Piotr Kwaśniewski,Piast Gliwice | Ekstraklasa,RM,54
Jaroslaw Jach,ZagBbie Lubin | None,LB,54
Marin Jakoliš,Royal Mouscron | Pro League,ST,54
Magnus Pedersen,Odense Boldklub | Superliga,CB,54
Krzysztof Piątek,ZagBbie Lubin | None,ST,54
Edoardo Lancini,Brescia | Serie B,CB,54
Liam Smith,Heart of Midlothian | None,RB,54
Shim Je Hyeok,FC Seoul | K LEAGUE,ST,54
Jack Finch,Coventry City | Football League,CM,54
Robin Kamber,FC Vaduz | Raiffeisen SL,CAM,54
Aaron Bentley,Plymouth Argyle | Football League 2,CB,54
Eirik Haugstad,Stabæk Fotball | Tippeligaen,CM,54
Alex Lacey,Yeovil Town | Football League,CB,54
Alex Byrne,Galway United | None,CDM,54
George Oakley,AFC Wimbledon | Football League 2,ST,54
Miguel Castroman,BSC Young Boys | Raiffeisen SL,CAM,54
Ilter Ayyildiz,Admira | A. Bundesliga,LM,54
Emmanuel Besea,Modena | Serie B,CAM,54
José David Lloreda,Águilas Doradas | Liga Postobón,ST,54
Yesid Aponzá,La Equidad | Liga Postobón,RM,54
Alfie Pavey,Millwall | FL Championship,ST,54
Dean Rittenberg,Blackburn Rvrs | FL Championship,ST,54
Amadou Bakayoko,Walsall | Football League,ST,54
Ivor Lawton,Coventry City | Football League,CM,54
Josh Ashby,Oxford United | Football League 2,CM,54
George Thomas,Coventry City | Football League,ST,54
Franco Leys,Colón | None,CM,54
Pau Morer,Sandefjord Fotball | None,CM,54
Tom Conlon,Stevenage | Football League 2,CM,54
Luis Cuesta,La Equidad | Liga Postobón,ST,54
Mousa Al Oufi,Al-Raed | ALJ League,CDM,54
Jack Phillips,Accrington | Football League 2,CM,54
Rhys Sharpe,Notts County | Football League,LB,54
Fabio Bertoli,Brescia | Serie B,RM,54
Patrick Brough,Carlisle United | Football League 2,LM,54
Alex Rufer,Well. Phoenix | A-League,CAM,54
Felipe Muñoz,CD Antofagasta | Camp. Scotiabank,ST,54
Fabian Piasecki,Górnik Zabrze | Ekstraklasa,ST,54
Sean Long,Reading | FL Championship,RB,54
Jack Doherty,Longford Town | None,LW,54
Mark Ochieng,Adelaide United | A-League,RB,54
Kamil Kuczak,Wisła Kraków | Ekstraklasa,CAM,54
Piotr Żemło,Wisła Kraków | Ekstraklasa,CB,54
Giuseppe Fornito,Napoli | Serie A,CM,54
Charlevy Mabiala,AJ Auxerre | Ligue 2,CDM,54
Joe Gorman,Drogheda Utd | Airtricity League,LB,54
Jordan Elsey,Adelaide United | A-League,CB,54
Turki Al Khodair,Al-Ittihad | ALJ League,CM,54
Ayed Al Joni,Hajer | ALJ League,CM,54
Liam Lindsay,Partick Thistle | Scottish Prem,CB,54
Cédric Brunner,FC Zürich | Raiffeisen SL,CDM,54
Bradley Barry,Swindon Town | Football League,RB,54
Mauro Maidana,Unión Santa Fe | None,LB,54
Sebastian Schonlau,SC Paderborn | Bundesliga,CDM,54
Joe Wright,Accrington | Football League 2,CB,54
Aaron McGowan,Morecambe | Football League 2,RB,54
Oh Do Hyeon,GwangJu FC | None,CB,54
Kim Joon Soo,Pohang Steelers | K LEAGUE,CB,54
Bryn Morris,Coventry City | Football League,CM,54
Alefe Santos,Derby County | FL Championship,RM,54
Yoon Jun Sung,Daejeon Citizen | None,CB,54
Leonardo Taurino,Terni | Serie B,CAM,54
Tommy O&#39;Sullivan,Cardiff City | FL Championship,CM,54
Yosef Al Shahy,Najran | ALJ League,ST,54
Mohamed Al Dobeeb,Al-Raed | ALJ League,ST,54
Abdullah Al Fahad,Al-Shabab | ALJ League,CDM,54
Mohammed Al Shahrani,Hajer | ALJ League,ST,54
Philipp Erhardt,SV Mattersburg | None,CB,54
Jordan Tillson,Exeter City | Football League 2,CB,54
Mitchell Oxborrow,Perth Glory | A-League,CDM,54
Nicolas Di Filippo,Lanciano | Serie B,CB,54
Daniel O&#39;Reilly,Bray Wanderers | Airtricity League,CB,54
Michael Barker,Bray Wanderers | Airtricity League,RB,54
Lubomir Satka,Newcastle Utd | Barclays PL,CB,54
Mohsen Al Yami,Najran | ALJ League,ST,54
Alex Grant,Perth Glory | A-League,CB,54
Jordan Chiedozie,Cambridge Utd | Football League 2,ST,54
Josh Wakefield,Yeovil Town | Football League,CAM,54
Kwame Thomas,Blackpool | FL Championship,ST,54
Josh Lelan,Northampton | Football League 2,RB,54
Lewis Hawkins,Hartlepool | Football League 2,CM,54
John Kavanagh,Cork City | Airtricity League,RB,54
Mark Ludden,Galway United | None,LB,54
Adam Hanlon,Bray Wanderers | Airtricity League,RM,54
Nicolas Hasler,FC Vaduz | Raiffeisen SL,CM,54
Christopher Lyons,Bray Wanderers | Airtricity League,ST,54
Anton Rodgers,Swindon Town | Football League,CM,54
Darren Holden,Ross County | Scottish Prem,LB,54
Kevin Devaney,Sligo Rovers | Airtricity League,ST,54
Matteo Tosetti,FC Lugano | None,RM,54
Cillian Morrison,Derry City | Airtricity League,ST,54
Graham Kelly,Bray Wanderers | Airtricity League,CM,54
Rasmus Lynge Christensen,Hobro IK | Superliga,RM,54
Jake Howells,Luton Town | Football League 2,LM,54
Nathaniel Wedderburn,Inverness CT | Scottish Prem,CM,54
James O&#39;Brien,Bohemians FC | Airtricity League,CM,54
Vincent Faherty,Limerick | Airtricity League,ST,54
Patrick Kanyuka,Limerick | Airtricity League,CB,54
Brian Barry-Murphy,Rochdale | Football League,CDM,54
Francis D&#39;Albenas,Patriotas FC | Liga Postobón,ST,53
Cristian Mercado,Cortuluá | None,ST,53
Karol Żmijewski,ZagBbie Lubin | None,LM,53
Fabian Hiszpański,Podbeskidzie | Ekstraklasa,LM,53
Michał Żebrakowski,Lechia Gdańsk | Ekstraklasa,ST,53
Nathaël Julan,Le Havre AC | Ligue 2,ST,53
Vamara Sanogo,Fleetwood Town | Football League,ST,53
Nico Cotton,Southend United | Football League 2,LW,53
Jakub Piotrowski,Pogoń Szczecin | Ekstraklasa,CAM,53
Ludovic Soares,Evian Thonon FC | Ligue 1,RW,53
Konrad Handzlik,Wisła Kraków | Ekstraklasa,CAM,53
Osama Al Khalaf,Hajer | ALJ League,CM,53
Svante Ingelsson,Kalmar FF | Allsvenskan,LM,53
Gerónimo Silva,Crucero del Norte | None,CAM,53
Dominik Baumgartner,SV Grödig | A. Bundesliga,CB,53
Nick Volk,Darmstadt | 2. Bundesliga,RM,53
Jan Finger,Darmstadt | 2. Bundesliga,CM,53
Mattias Totland,Vålerenga | Tippeligaen,CM,53
Eryk Sobków,ZagBbie Lubin | None,ST,53
Mathias Jensen,FC Nordsjælland | Superliga,CAM,53
Adrian Adam,Sp. Charleroi | Pro League,CM,53
Willianson Córdoba,Boyacá Chicó | Liga Postobón,CB,53
Sebastián Arias,Jaguares de Córdoba | None,RB,53
Nathan Flanagan,Heart of Midlothian | None,LM,53
Julius Ertlthaler,SV Mattersburg | None,CAM,53
Jarlin Quintero,Cúcuta Deportivo | None,ST,53
Herman Kleppa,Viking FK | Tippeligaen,CM,53
Callum Charlton,Huddersfield | FL Championship,RW,53
Daryll Meggatt,Dundee FC | Scottish Prem,LB,53
Tyler Lyttle,Bristol Rovers | None,RB,53
Aboubakary Kanté,Paris FC | None,ST,53
Aristote Nkaka,Royal Mouscron | Pro League,CDM,53
Rai Simons,Chesterfield | Football League,ST,53
Sehnaj Singh,NG - FA | Free Agents League,CM,53
Tobias Heintz,Sarpsborg | Tippeligaen,ST,53
Dusan Jajic,Hammarby IF | None,CM,53
Mazin Aboushararh,Al Qadisiyah (Khobar) | None,ST,53
Oscar Estupiñán,Once Caldas | Liga Postobón,ST,53
Marcus Mathisen,FC København | Superliga,CB,53
Marcin Listkowski,Pogoń Szczecin | Ekstraklasa,ST,53
Daniel Ramírez,Once Caldas | Liga Postobón,CB,53
Francisco Sierralta,Uni. Católica | Camp. Scotiabank,CB,53
Guillaume Fanucchi,AC Ajaccio | Ligue 2,RM,53
Kevin O&#39;Connor,Cork City | Airtricity League,LB,53
Liam Youlley,WS Wanderers | A-League,CDM,53
Callum Wilson,AFC Wimbledon | Football League 2,RB,53
Thomas Dasquet,ES Troyes | Ligue 2,CB,53
Callum Emptage,Gillingham | Football League,RB,53
Harry Chapman,Middlesbrough | FL Championship,CAM,53
Thomas Deng,Melb. Victory | A-League,RB,53
Felix Möller,Örebro SK | Allsvenskan,CF,53
Charlie Cooper,Birmingham City | FL Championship,CM,53
Jostein Gundersen,Tromsø IL | None,CB,53
Krystian Sanocki,Lech Poznań | Ekstraklasa,RM,53
Jhon Mosquera,Águilas Doradas | Liga Postobón,ST,53
Offrande Zanzala,Derby County | FL Championship,ST,53
Erling Flotve Myklebust,FK Haugesund | Tippeligaen,ST,53
Jamie Robson,Dundee United | Scottish Prem,LB,53
Calvin Miller,Celtic | Scottish Prem,ST,53
Calum Howarth,Inverness CT | Scottish Prem,CB,53
Jakub Kotarzewski,Korona Kielce | Ekstraklasa,CAM,53
Pape Sangoné Sarr,FC Zürich | Raiffeisen SL,CDM,53
Joe Fitzpatrick,Mansfield Town | Football League 2,CM,53
Joaquín Vivani,Sarmiento | None,ST,53
Maximiliano Fornari,Sarmiento | None,ST,53
Juan Berdún,Uniautónoma FC | Liga Postobón,CAM,53
DeVante Jacobs,Oldham Athletic | Football League,ST,53
Ben Reilly,Hamilton | Scottish Prem,ST,53
Santiago Magallán,Temperley | None,RM,53
Joel Salas,Uniautónoma FC | Liga Postobón,RB,53
Romeo Shahinas,Latina | Serie B,RW,53
Joe Thomson,Celtic | Scottish Prem,CAM,53
Muktar Ahmed,Kalmar FF | Allsvenskan,RM,53
Otis Earle,FC Dallas | MLS,CB,53
Colin Granger,Hamilton | Scottish Prem,LB,53
Jermaine Hylton,Swindon Town | Football League,ST,53
Nicolás Giménez,Nueva Chicago | None,CM,53
Tomás Bolzicco,Unión Santa Fe | None,ST,53
Juan Pablo Gargiulo,Aldosivi | None,CM,53
Andres Lope,Aldosivi | None,RB,53
Sebastian Saucedo,Real Salt Lake | MLS,CAM,53
Collin Fernandez,Chicago Fire | MLS,CM,53
Luke Watt,Motherwell | Scottish Prem,LB,53
Daniel Harvie,Aberdeen | Scottish Prem,LB,53
Jack Whittaker,Kilmarnock | Scottish Prem,ST,53
Greg Taylor,Kilmarnock | Scottish Prem,CM,53
Ryan Gemmell,Dundee FC | Scottish Prem,CM,53
Dale Davidson,Dundee FC | Scottish Prem,CM,53
Calvin Colquhoun,Dundee FC | Scottish Prem,CM,53
Nico Empen,FC St. Pauli | 2. Bundesliga,ST,53
Ben Hall,Motherwell | Scottish Prem,CB,53
Yamil Garnier,Colón | None,CM,53
Andreas Bengtsson,Halmstads BK | Allsvenskan,LB,53
Fabian Ahumada,CD Palestino | Camp. Scotiabank,RW,53
Giovani Lo Celso,Rosario Ctral.  | Primera División,LM,53
Josh Bingham,Central Coast | A-League,ST,53
Jesús Fared,Rosario Ctral.  | Primera División,CAM,53
Rodrigo Migone,Rosario Ctral.  | Primera División,ST,53
Killian Cantwell,Galway United | None,CB,53
Taron Hare,York City | Football League 2,CB,53
Dion Kelly-Evans,Coventry City | Football League,RB,53
Padraic Cunningham,Galway United | None,ST,53
Dylan Mottley-Henry,Bradford City | Football League,RM,53
Mohammed Al Mutawa,Al-Khaleej | ALJ League,CM,53
Andrés del Olmo,CD Mirandés | Liga Adelante,CM,53
Dario Čanađija,La Spezia | Serie B,CM,53
Ola Adeyemo,Dundee United | Scottish Prem,ST,53
Billy Hasler-Cregg,Rochdale | Football League,LM,53
Conor Chaplin,Portsmouth | Football League 2,ST,53
Stefano Negro,Vercelli | Serie B,RB,53
Daniele Barilaro,Perugia | Serie B,CB,53
Craig Watson,Hamilton | Scottish Prem,CM,53
Omar Albornoz,Deportes Tolima | Liga Postobón,LB,53
Ryan Sellers,Wycombe | Football League 2,LB,53
Frederik Bay,FC København | Superliga,CB,53
Louis Béland-Goyette,Montreal Impact | MLS,CAM,53
Mateo Castellano,Rafaela | Primera División,LM,53
Marco Boscolo Zemelo,Perugia | Serie B,ST,53
Jordan Murphy,Walsall | Football League,ST,53
Alessio Lo Porto,Terni | Serie B,LB,53
Michael McMullin,Partick Thistle | Scottish Prem,CB,53
Stephen Best,Bohemians FC | Airtricity League,CB,53
Luai Al Mesjen,Al-Khaleej | ALJ League,CM,53
Jermaine Udumaga,Brentford | FL Championship,CM,53
George Pilbeam,AFC Wimbledon | Football League 2,RB,53
Brandon Lundy,Newcastle Jets | A-League,RM,53
Kyle Wootton,Scunthorpe Utd | Football League,ST,53
Greg Docherty,Hamilton | Scottish Prem,ST,53
Mirko Kramaric,FK Haugesund | Tippeligaen,LM,53
Per Magnus Steiring,Rosenborg BK | Tippeligaen,CB,53
Mitchell Lund,Doncaster | Football League,RB,53
Jeppe Brinch,Esbjerg fB | Superliga,CB,53
Max Reinthaler,FC Augsburg | Bundesliga,CM,53
Alexander Berntsson,Halmstads BK | Allsvenskan,CB,53
José Lagos,Uni. Concepción | Camp. Scotiabank,CM,53
Enrico Maria Crescenzi,Frosinone | Serie B,CM,53
Thomas Goiginger,SV Grödig | A. Bundesliga,CM,53
Michał Bartkowiak,Śląsk Wrocław | Ekstraklasa,CM,53
Dmitriy Sysuev,Mordovia Saransk | Russian League,LM,53
Ante Blažević,KV Oostende | Pro League,ST,53
Claudio Villagra,Banfield | Primera División,LW,53
Iván Rossi,Banfield | Primera División,CAM,53
Aliou Dembele,Bourg en Bresse 01 | None,CDM,53
Jens Jakob Thomasen,Odense Boldklub | Superliga,CAM,53
Jack Ryan,Morecambe | Football League 2,ST,53
Jørgen Oland,Strømsgodset IF | Tippeligaen,CB,53
Michael Zacho,Aarhus GF | None,CAM,53
Antonino Pitasi,Trapani | Serie B,ST,53
Zane Banton,Luton Town | Football League 2,ST,53
Ben Close,Portsmouth | Football League 2,CM,53
Cristopher Ross,Unión Española | Camp. Scotiabank,LB,53
Scott Burgess,Bury | Football League 2,RM,53
Tom Fry,Bristol City | Football League,CM,53
Connor Lemonheigh-Evans,Bristol City | Football League,ST,53
Jake Beesley,Chesterfield | Football League,ST,53
Pedrosa,CD Lugo | Liga Adelante,ST,53
Luis Manuel Orejuela,Deportivo Cali | Liga Postobón,RB,53
Benjamin Rosenberger,SK Sturm Graz | A. Bundesliga,RM,53
Ethen Sampson,Whitecaps FC | MLS,RB,53
Chris Cadden,Motherwell | Scottish Prem,CM,53
Liridon Gashi,IF Elfsborg | Allsvenskan,CM,53
Alusine Fofanah,WS Wanderers | A-League,CAM,53
William Palacio,Jaguares de Córdoba | None,RW,53
Abdulelah Al Fahad,Al-Faisaly | ALJ League,CM,53
Yasser Al Mutairi,Al-Raed | ALJ League,RB,53
Alexandr Marchenko,FC Krasnodar | Russian League,CB,53
Sebastiano Luperto,Napoli | Serie A,LB,53
Jason Williams,Southend United | Football League 2,ST,53
Juan Carlos García Sancho,Cruz Azul | LIGA Bancomer MX,RB,53
Abdullah Al Shammari,Al-Taawoun | ALJ League,LB,53
Jonny Black,Partick Thistle | Scottish Prem,ST,53
Jordan Leyden,Partick Thistle | Scottish Prem,ST,53
Adam Wixted,Bray Wanderers | Airtricity League,RW,53
Casper Olesen,SønderjyskE | Superliga,ST,53
Josh Clarke,Brentford | FL Championship,RM,53
Luke Gallagher,Bray Wanderers | Airtricity League,LM,53
Will De Havilland,Sheffield Wed | FL Championship,CB,53
Jamie Lucas,Bristol Rovers | None,ST,53
Jamillacson Palacios,Al. Petrolera | Liga Postobón,RW,53
Joe Rothwell,Barnsley | Football League,CM,53
Shane Costelloe,Limerick | Airtricity League,RB,53
Jamie Hanson,Derby County | FL Championship,RM,53
Giorgio Rasulo,MK Dons | Football League,CAM,53
Craig Thomson,St. Johnstone | Scottish Prem,RM,53
Konrad Nowak,Górnik Zabrze | Ekstraklasa,ST,53
Abdulrahman Al Abdulrazzaq,Al-Taawoun | ALJ League,CB,53
Madallah Al Olayan,Al-Taawoun | ALJ League,CDM,53
Ku Hyun Jun,Busan I&#39;Park | K LEAGUE,LB,53
Andrea Molinelli,Livorno | Serie B,CDM,53
Casper Nielsen,Esbjerg fB | Superliga,CM,53
Idriz Toskic,Chievo Verona | Serie A,CM,53
Kieran Kennedy,Motherwell | Scottish Prem,CB,53
David Scully,Bray Wanderers | Airtricity League,ST,53
Kim Dong Cheol,Jeonnam Dragons | K LEAGUE,CDM,53
Adolfo Domínguez,Dorados de Sinaloa | None,CM,53
Tom Naylor,Burton Albion | Football League 2,CM,53
Jason Marks,Drogheda Utd | Airtricity League,LM,53
Andrew O&#39;Connell,Galway United | None,CB,53
Lorcan Shannon,Longford Town | None,RM,53
Jordan Richards,Hartlepool | Football League 2,RB,53
Jamie Reid,Exeter City | Football League 2,ST,53
Adam Jackson,Middlesbrough | FL Championship,CB,53
Sean Russell,Limerick | Airtricity League,LM,53
Petar Filipovic,SV Ried | A. Bundesliga,CB,53
İsmail Haktan Odabaşı,Gaziantepspor | Süper Lig,RW,53
Jason Molloy,Galway United | None,LM,53
Martin Deady,Longford Town | None,LB,53
Luke Fitzpatrick,Bray Wanderers | Airtricity League,LB,53
Igor Djuric,FC Lugano | None,CB,53
Stian Rasch,Mjøndalen IF | None,RM,53
Anthony Barry,Accrington | Football League 2,CM,53
Edvard Linnebo Race,Stabæk Fotball | Tippeligaen,LB,52
Matteo Cortesi,Como | None,ST,52
Claudio Sparacello,Trapani | Serie B,ST,52
Adil Azbague,Valenciennes FC | Ligue 2,LW,52
Oumar Gonzalez,FC Metz | Ligue 1,CB,52
Yerko Rojas,CD Palestino | Camp. Scotiabank,ST,52
Jordan Williams,Southend United | Football League 2,RB,52
Omar Manjarres,Al. Petrolera | Liga Postobón,ST,52
Khalid Almagraby,Al Qadisiyah (Khobar) | None,RB,52
Callum Rzonca,York City | Football League 2,CAM,52
Erik Wekesser,1. FC K&#39;lautern | 2. Bundesliga,ST,52
Dipo Akinyemi,Stevenage | Football League 2,ST,52
Andy Faustin,Valenciennes FC | Ligue 2,RW,52
Błażej Chouwer,Pogoń Szczecin | Ekstraklasa,RB,52
Sebastian Sommer,SønderjyskE | Superliga,CM,52
Kåre Jensen,SønderjyskE | Superliga,ST,52
Frazer Shaw,Leyton Orient | Football League,LB,52
Robert Hammarstedt,GIF Sundsvall | None,CB,52
Niklas Kölbl,SV Ried | A. Bundesliga,LB,52
Adam Setla,Ruch Chorzów | Ekstraklasa,ST,52
Joe Gater,Barnet | None,CB,52
Dael Fry,Middlesbrough | FL Championship,CB,52
Chad Field,Portsmouth | Football League 2,CB,52
Dylan Kavanagh,Shamrock Rovers | Airtricity League,RM,52
Carlos Múñera,Boyacá Chicó | Liga Postobón,CAM,52
Adnan Mohammad,FC Nordsjælland | Superliga,LW,52
Tulio Bagatini Marotti,Trapani | Serie B,CB,52
Yobani Ricardo,Jaguares de Córdoba | None,ST,52
Elkin Barrera,Jaguares de Córdoba | None,CDM,52
Sean McKirdy,Heart of Midlothian | None,CM,52
Ahmed Salamah Al Anzi,Al-Nassr | ALJ League,ST,52
Filip Tägtström,GIF Sundsvall | None,CB,52
Mariusz Idzik,Śląsk Wrocław | Ekstraklasa,ST,52
Manuel Akanji,FC Basel | Raiffeisen SL,CB,52
Jakub Kuzdra,Piast Gliwice | Ekstraklasa,CM,52
Danny Kane,Huddersfield | FL Championship,CB,52
Sylvain Deslandes,Wolves | FL Championship,LB,52
Kamil Pajnowski,Jagiellonia | Ekstraklasa,CB,52
Sven Joss,FC Thun | Raiffeisen SL,RB,52
Måns Olström,Kalmar FF | Allsvenskan,CB,52
Remo Arnold,FC Luzern | Raiffeisen SL,CDM,52
Nicola Nilovic,FC Thun | Raiffeisen SL,CB,52
Isac Lidberg,Hammarby IF | None,ST,52
Mahmoud Al Sayegh,Al Qadisiyah (Khobar) | None,ST,52
Ali Al Awjami,Al-Khaleej | ALJ League,CDM,52
Michael Eisenring,FC St. Gallen | Raiffeisen SL,CB,52
Talal AlShmaly,Al Qadisiyah (Khobar) | None,RW,52
Mohammed Aljezani,Al Qadisiyah (Khobar) | None,CB,52
Edwin Ariza,Al. Petrolera | Liga Postobón,CM,52
Ben Stevenson,Coventry City | Football League,CM,52
Cian Harries,Coventry City | Football League,CB,52
Mohammed Abdu Khbrani,Al Qadisiyah (Khobar) | None,CB,52
Villalón,Getafe CF | Liga BBVA,CB,52
Egli Kaja,AFC Wimbledon | Football League 2,CAM,52
Alois Confais,ES Troyes | Ligue 2,CDM,52
Carlens Arcus,ES Troyes | Ligue 2,RB,52
Peter Wilson,GIF Sundsvall | None,ST,52
Raul Murillo,Uniautónoma FC | Liga Postobón,CAM,52
Daniel Blackbyrne,Bray Wanderers | Airtricity League,RB,52
Mads Juel Andersen,Brøndby IF | Superliga,CB,52
Keenan Quansah,Accrington | Football League 2,CB,52
Robert O&#39;Reilly,Drogheda Utd | Airtricity League,CB,52
Corbin Shires,Mansfield Town | Football League 2,CB,52
Samuel Gussman,Gefle IF | Allsvenskan,CM,52
Cyril Guedjé,Limerick | Airtricity League,ST,52
Shawn McClaws,NY Red Bulls | MLS,RB,52
Manolo Sanchez,NY Red Bulls | MLS,CM,52
Manuele Macera,Livorno | Serie B,CB,52
Agustín Gil Clarotti,Huracán | None,ST,52
Chris Blackett,Inverness CT | Scottish Prem,ST,52
Park Il Kwon,GwangJu FC | None,CM,52
Marco Stoppini,Livorno | Serie B,CB,52
Abdulah Awaji,Al-Faisaly | ALJ League,CM,52
Jonis López,Cortuluá | None,RB,52
Julio Chávez,Cortuluá | None,CM,52
Agustín Sandona,Unión Santa Fe | None,RB,52
Clément Simonin,Toronto FC | MLS,CB,52
Matías Fantín,Unión Santa Fe | None,CM,52
Lee Duffy,Drogheda Utd | Airtricity League,ST,52
Courtney Senior,Brentford | FL Championship,RM,52
Gonzalo Vivas,Nueva Chicago | None,CM,52
Gabriel Robledo,Huracán | None,CM,52
Russell Dingwall,Ross County | Scottish Prem,ST,52
James Beeston,Ross County | Scottish Prem,LM,52
Jamie Henry,Aberdeen | Scottish Prem,CM,52
Steven Boyd,Hamilton | Scottish Prem,ST,52
Ben Sivewright,Dundee FC | Scottish Prem,RB,52
Dylan Mackin,Motherwell | Scottish Prem,ST,52
Cristian Paz,Temperley | None,CB,52
Zyad Al Mutairi,Al-Faisaly | ALJ League,CF,52
Daniel Matsuzaka,Southend United | Football League 2,CB,52
Maximiliano Gauto,Fl. Varela | Primera División,ST,52
Szymon Witek,Wisła Kraków | Ekstraklasa,RB,52
Rasmus Lauritsen,FC Midtjylland | Superliga,CB,52
Kevin Cassoratti,Fl. Varela | Primera División,ST,52
Nyal Bell,Rochdale | Football League,ST,52
Adeoye Yusuff,Dagenham | Football League 2,ST,52
Pierre Desire Zebli,Perugia | Serie B,ST,52
Simone Bastoni,La Spezia | Serie B,LM,52
Connor Roberts,Yeovil Town | Football League,RB,52
Sondre Brunstad Fet,Aalesunds FK | Tippeligaen,ST,52
Matty Douglas,Carlisle United | Football League 2,CB,52
Zak Vyner,Bristol City | Football League,CB,52
David Ferguson,Motherwell | Scottish Prem,CB,52
Luka Sliskovic,FC Luzern | Raiffeisen SL,ST,52
Coy Craft,FC Dallas | MLS,CM,52
Maicol Medina,Patriotas FC | Liga Postobón,CAM,52
Karol Świderski,Jagiellonia | Ekstraklasa,ST,52
Kaleem Simon,Longford Town | None,ST,52
Flo Bojaj,Huddersfield | FL Championship,ST,52
Gareth McDonagh,Bray Wanderers | Airtricity League,ST,52
Perparim Beqaj,Halmstads BK | Allsvenskan,ST,52
Callum Cooke,Middlesbrough | FL Championship,ST,52
Wojciech Kalinowski,Górnik Łęczna | Ekstraklasa,RM,52
Emanuel Cecchini,Banfield | Primera División,CM,52
Liam Goulding,Accrington | Football League 2,CB,52
Adrian Wójcik,Wisła Kraków | Ekstraklasa,ST,52
Jérémy Houzé,Royal Mouscron | Pro League,RM,52
Andrija Novakovich,Reading | FL Championship,ST,52
Abdülkadir Korkut,Mersin | Süper Lig,RB,52
Callum Saunders,Crewe Alexandra | Football League,ST,52
Daniel Stückler,Brøndby IF | Superliga,ST,52
Rohdell Gordon,Stevenage | Football League 2,CAM,52
Cian Kavanagh,Shamrock Rovers | Airtricity League,CAM,52
